date,quarter,status,infl_yoy,gdp_qoq,buffett_z,portfolio_ret,port_ret_actual,port_ret_target,sharpe_actual,sharpe_target
2020-09-30,2020-Q3,actual,1.3910228912373812,4.599861466383803,0.18320673049792102,,0.08715866213423284,,0.4371401991437324,
2020-12-31,2020-Q4,actual,1.3204191315779434,2.411582269108603,0.907268896506553,,0.7410935197787716,,0.4880380225735589,
2021-03-31,2021-Q1,actual,2.623645747764214,-0.011201184474352033,1.1066112090580822,,-0.033083521541157346,,0.45470260417620434,
2021-06-30,2021-Q2,actual,5.317418943207719,1.482184557131938,1.4292944500500449,,0.14178986528977067,,0.4749636118969493,
2021-09-30,2021-Q3,actual,5.363523425270289,-0.6551040007707121,1.2255349434600922,,-0.11687150342463581,,0.3583773162278592,
2021-12-31,2021-Q4,actual,7.159457345112474,2.221616134066684,1.522188229148066,,-0.029725031699553983,,0.4516866106920866,
2022-03-31,2022-Q1,actual,8.540780148538584,1.4609446335187126,0.9833339855335793,,0.0403816547341993,,0.43561143163653315,
2022-06-30,2022-Q2,actual,8.999298141923106,0.14531542797926456,-0.30886847516398114,,-0.2630544640104854,,0.28723464087432815,
2022-09-30,2022-Q3,actual,8.205751582451759,0.6907055272002971,-0.6440807691816424,,0.04289219582956183,,0.31637262398096616,
2022-12-31,2022-Q4,actual,6.410831677385809,-1.647790164643792,-0.4241304281122797,,-0.07336191588887064,,0.2561605813791841,
2023-03-31,2023-Q1,actual,4.931348641757127,0.9699823032488508,-0.15167338881286813,,0.02279721148650582,,0.30124568144970343,
2023-06-30,2023-Q2,actual,3.0592533347792994,-0.42153669285304174,0.3471632840870377,,0.06568476555748548,,0.22528535204400865,
2023-09-30,2023-Q3,actual,3.6950823322234427,0.9056376726518378,0.023312399886633983,,-0.034562907701990886,,0.18074964087846324,
2023-12-31,2023-Q4,actual,3.322200208829762,-0.6555149112218661,0.6101841671624687,,0.20285832808953064,,-0.02465440735332626,
2024-03-31,2024-Q1,actual,3.4690014354717524,-0.10942123668407078,1.1296424570856725,,0.23329812770439062,,0.14629028322069873,
2024-06-30,2024-Q2,actual,2.9700853998204435,0.7167479852436376,1.2342153159120854,,-0.0321956158730059,,0.03801217331693023,
2024-09-30,2024-Q3,actual,2.432541464144644,-0.6372671505248229,1.5449718666014558,,0.09407977397256695,,0.18089870682514914,
2024-12-31,2024-Q4,actual,2.872366268806581,0.4379338644812547,1.6248193158330975,,-0.007619881166455289,,0.19675258381415175,
2025-03-31,2025-Q1,actual,2.4055852640280317,0.4814415491529278,1.1961158578355804,,-0.11083668122288104,,0.09066817270492476,
2025-06-30,2025-Q2,actual,2.6726833178446263,0.647763973235671,1.8323082200911909,,2.5525491664872297,,0.3507054695344664,
2025-12-31,2025-Q4,future,2.7832644671670104,0.1340393088319675,1.6055577944171104,0.3211971503783436,0.3211971503783436,,,
2026-03-31,2026-Q1,future,2.8551011506205293,0.16323384940499536,1.5104434118196106,0.30329095401621453,0.30329095401621453,,,
2026-06-30,2026-Q2,future,2.9200574703235227,0.1652952300432979,1.4257431719045108,0.28254706633211496,0.28254706633211496,,,
